timestamp,src_ip,dst_ip,username,department,protocol,source_port,destination_port,packet_size,bytes_sent,bytes_received,session_duration,login_time,logout_time,login_success,failed_login_count,file_access_count,email_sent_count,usb_inserted,database_queries,privilege_level,access_sensitive_data,off_hours_activity,geo_location,vpn_used,anomaly_score,insider_threat_label
17:58.2,192.168.176.63,10.14.18.173,user_548,IT,HTTPS,29800,443,477,777036,838581,3550,17:58.2,17:08.2,0,2,101,13,0,118,User,0,0,Germany,1,71.49,0
04:38.3,10.113.203.37,192.168.220.24,user_122,IT,UDP,32988,3389,1279,87258,638890,60,04:38.3,05:38.3,1,0,92,13,0,61,User,0,1,USA,1,56.81,0
05:15.0,192.168.240.127,172.27.172.49,user_191,Operations,SMB,43937,3389,111,70782,943830,3505,05:15.0,03:40.0,1,4,72,2,0,131,Admin,1,0,UK,1,49.26,0
10:10.0,10.35.143.67,192.168.5.42,user_445,Research,RDP,36320,80,337,1015142,1177732,4199,10:10.0,20:09.0,1,0,125,23,0,191,Admin,1,0,USA,1,67.41,1
12:13.2,172.26.57.84,192.168.100.67,user_435,Operations,SSH,42628,443,223,1180873,393871,4894,12:13.2,33:47.2,1,0,103,26,0,123,PowerUser,1,0,USA,0,36.32,0
10:18.5,10.15.128.35,192.168.225.10,user_281,IT,TCP,4687,443,263,353306,817641,2350,10:18.5,49:28.5,1,0,74,16,0,1,PowerUser,0,0,Singapore,1,62.8,0
25:21.3,192.168.125.70,192.168.23.52,user_45,Research,UDP,61349,443,846,324684,763071,3501,25:21.3,23:42.3,1,0,52,26,0,31,PowerUser,0,0,Germany,1,47.19,0
23:15.8,192.168.63.20,10.22.174.12,user_156,Finance,SSH,32313,445,755,456600,518491,3978,23:15.8,29:33.8,1,2,103,10,0,2,Admin,0,0,Singapore,0,47.25,0
42:48.8,10.195.61.154,10.235.106.103,user_535,Finance,RDP,34355,443,1177,212964,494969,4245,42:48.8,53:33.8,1,1,59,18,0,61,Admin,0,0,Singapore,1,57.25,1
19:24.9,192.168.194.112,172.28.31.58,user_148,Admin,HTTPS,27241,3389,1000,938249,681131,4972,19:24.9,42:16.9,1,3,112,10,1,24,Admin,1,0,Germany,1,56.9,0
58:52.2,192.168.143.141,192.168.138.69,user_401,IT,UDP,21319,22,739,11957,34225,2147,58:52.2,34:39.2,1,2,38,16,0,13,Admin,0,1,India,1,48.18,0
09:10.7,172.31.20.7,192.168.39.130,user_199,Operations,UDP,62800,80,237,1621767,1309097,1190,09:10.7,29:00.7,1,4,88,13,0,80,User,0,0,India,0,49.64,0
32:05.3,172.29.148.229,192.168.76.240,user_160,Admin,RDP,19790,3389,1349,800764,631379,4427,32:05.3,45:52.3,1,8,377,39,1,245,Admin,1,1,India,1,82.12,1
09:14.1,192.168.48.129,172.22.194.202,user_132,Admin,SSH,47609,445,1443,1049102,1225410,5781,09:14.1,45:35.1,0,18,330,26,0,249,Admin,0,1,India,0,75.36,1
36:17.9,192.168.131.13,192.168.49.33,user_115,Operations,SMB,32743,443,916,333939,488493,6621,36:17.9,26:38.9,1,3,91,2,0,3,PowerUser,1,1,UK,0,43.7,0
02:07.3,192.168.217.39,172.23.163.45,user_219,IT,RDP,62760,443,651,55268,430806,2927,02:07.3,50:54.3,0,1,75,10,0,72,User,1,0,Singapore,1,51.65,0
06:17.0,172.22.96.108,192.168.81.40,user_90,Admin,RDP,14278,80,1180,193370,45078,291,06:17.0,11:08.0,1,0,85,3,1,1,Admin,0,0,Germany,0,43.23,0
24:43.6,192.168.108.81,172.26.15.221,user_130,IT,HTTPS,36901,445,980,255656,143215,2738,24:43.6,10:21.6,1,9,76,40,0,1,Admin,1,0,India,0,48,0
24:00.2,172.23.65.154,172.21.244.196,user_371,Finance,HTTPS,50852,3389,535,167924,133360,94,24:00.2,25:34.2,1,0,59,0,0,114,Admin,1,0,UK,0,39.65,0
43:11.4,10.2.22.252,10.88.185.12,user_230,IT,RDP,23264,445,1356,277321,639622,4354,43:11.4,55:45.4,1,2,42,12,1,104,User,0,0,India,1,55.9,1
29:51.1,10.31.96.61,192.168.70.166,user_160,Admin,SMB,54790,443,1281,1186023,369507,5795,29:51.1,06:26.1,1,0,55,9,0,73,PowerUser,0,0,Singapore,0,55.94,0
20:41.4,192.168.115.38,172.20.222.112,user_304,IT,UDP,39396,22,1077,321730,1272048,4321,20:41.4,32:42.4,1,0,62,2,0,14,Admin,0,0,Singapore,1,58.04,0
38:03.4,10.11.56.103,172.26.217.10,user_432,Research,HTTPS,11766,22,1285,9432,384405,1055,38:03.4,55:38.4,1,0,133,4,0,83,PowerUser,0,0,UK,0,43.93,0
40:43.7,172.16.181.143,192.168.53.95,user_506,Finance,TCP,14855,445,487,316812,293289,3079,40:43.7,32:02.7,1,4,83,8,0,28,Admin,0,0,Singapore,1,36.53,0
16:50.1,192.168.14.174,10.113.5.9,user_204,Finance,SMB,57392,80,124,833691,44829,2768,16:50.1,02:58.1,1,1,56,18,0,70,Admin,1,0,Germany,1,66.72,0
21:22.7,172.16.38.175,172.30.68.143,user_191,Admin,RDP,41263,443,240,1475961,891663,5808,21:22.7,58:10.7,1,9,68,15,0,4,PowerUser,0,0,USA,1,54.11,0
06:11.9,10.132.249.156,192.168.2.169,user_351,Operations,HTTPS,36443,443,1097,1423205,250300,759,06:11.9,18:50.9,1,3,60,27,0,80,User,1,0,Germany,1,20.64,0
23:23.3,192.168.230.142,10.60.200.216,user_69,Research,UDP,59792,445,1140,553477,750478,1871,23:23.3,54:34.3,1,2,132,16,0,103,Admin,1,0,India,0,42.18,0
27:25.2,172.19.44.60,172.25.242.162,user_72,Finance,HTTPS,14406,80,1398,1115134,127705,9434,27:25.2,04:39.2,1,7,60,16,0,68,User,0,1,India,1,37.72,0
39:47.6,172.18.251.217,172.21.61.222,user_468,Operations,UDP,63364,22,295,183286,756132,368,39:47.6,45:55.6,1,4,158,6,0,79,PowerUser,0,0,India,0,39.06,0
19:55.6,10.100.55.54,172.28.38.244,user_201,Operations,RDP,24742,3389,753,425172,301285,2798,19:55.6,06:33.6,1,3,68,0,0,50,PowerUser,0,0,Germany,0,25.43,0
24:23.6,192.168.102.87,10.153.195.193,user_392,IT,SMB,50775,443,712,487863,350302,4777,24:23.6,44:00.6,1,4,1,28,0,16,PowerUser,1,1,Germany,1,39.17,0
36:52.2,10.1.128.184,172.27.220.195,user_447,Admin,RDP,59109,3389,1407,725269,493929,1761,36:52.2,06:13.2,1,5,112,20,0,39,PowerUser,1,1,UK,0,69.54,0
02:21.2,192.168.166.115,10.64.58.14,user_294,IT,RDP,59266,443,1343,1040165,1758063,4629,02:21.2,19:30.2,1,16,145,24,0,133,PowerUser,1,0,USA,1,85.19,1
53:07.0,192.168.196.199,10.14.244.166,user_364,Research,TCP,29822,445,902,86155,1250993,7191,53:07.0,52:58.0,1,3,21,14,0,85,PowerUser,0,0,Singapore,0,38.96,0
42:26.3,192.168.205.38,10.68.167.31,user_239,HR,SSH,50261,445,1047,543730,70008,760,42:26.3,55:06.3,0,3,45,18,1,72,Admin,1,0,India,1,38.91,0
58:36.7,172.18.51.35,192.168.230.111,user_302,Finance,UDP,15996,3389,341,376491,1067313,3272,58:36.7,53:08.7,1,3,118,0,0,1,User,0,0,USA,0,81.68,1
30:07.0,172.22.82.85,10.233.35.13,user_129,Research,SSH,11385,443,566,625654,300059,2426,30:07.0,10:33.0,0,0,66,7,0,40,PowerUser,1,0,India,0,54.32,0
50:42.9,10.119.95.112,172.17.93.212,user_24,Finance,SSH,45513,445,977,218926,751609,5186,50:42.9,17:08.9,1,4,136,11,0,63,Admin,0,0,UK,0,76.55,0
35:36.5,172.23.132.59,10.252.83.62,user_268,Admin,HTTPS,45737,3389,1348,28419,568886,3470,35:36.5,33:26.5,1,3,89,32,0,113,User,1,1,India,1,43.81,0
43:10.5,172.27.84.120,10.105.133.191,user_495,Research,TCP,10000,445,1189,1122411,2687714,3426,43:10.5,40:16.5,1,2,71,13,0,34,PowerUser,0,1,Singapore,1,36.55,0
44:05.1,10.18.250.254,172.16.167.126,user_249,IT,SSH,33480,445,147,1103829,726175,1638,44:05.1,11:23.1,1,2,131,27,0,70,Admin,0,1,Singapore,0,69.43,0
10:41.5,172.23.198.141,192.168.231.101,user_65,Research,SMB,59751,443,1013,537719,683858,4231,10:41.5,21:12.5,1,3,40,0,0,1,User,0,0,USA,1,53.7,0
57:22.6,10.51.71.71,172.24.115.203,user_198,Finance,SSH,7640,3389,454,560342,322123,1955,57:22.6,29:57.6,1,5,117,12,0,1,PowerUser,0,1,UK,1,27.33,0
58:32.0,10.100.54.157,172.26.191.149,user_340,Research,SMB,32053,443,929,582171,689114,3155,58:32.0,51:07.0,1,0,60,31,0,119,Admin,1,0,India,0,40.51,0
39:44.9,10.84.186.131,192.168.170.71,user_392,Research,RDP,27437,445,561,607060,2676661,5638,39:44.9,13:42.9,1,0,62,20,0,15,User,1,0,USA,0,39.11,0
20:18.9,192.168.25.210,172.31.43.59,user_482,IT,SMB,32807,22,1108,725851,1780632,5268,20:18.9,48:06.9,1,3,93,27,0,233,PowerUser,1,1,Germany,1,47.09,1
19:27.9,172.22.89.246,172.20.139.251,user_184,Admin,SMB,1355,22,1315,145436,1082383,2158,19:27.9,55:25.9,0,5,122,4,0,1,User,0,0,Singapore,0,68.56,1
15:17.8,10.85.118.196,10.65.183.6,user_192,Finance,RDP,30013,80,181,891046,442111,3426,15:17.8,12:23.8,1,3,18,11,0,63,User,0,0,Germany,0,30.68,1
44:32.4,10.143.87.183,10.93.92.159,user_345,Research,TCP,26155,80,1037,309906,2352659,3222,44:32.4,38:14.4,1,0,89,11,0,1,PowerUser,1,0,UK,0,28.54,0
33:35.0,192.168.158.239,10.194.128.32,user_338,Research,SSH,27217,445,356,1161255,321305,4082,33:35.0,41:37.0,1,1,102,25,0,62,User,0,0,India,0,49.01,0
23:06.2,10.164.5.101,172.17.169.133,user_403,Admin,RDP,58180,443,736,1627354,123556,4278,23:06.2,34:24.2,1,8,89,20,0,40,PowerUser,0,0,UK,0,66.01,0
09:22.1,172.17.206.204,192.168.229.113,user_42,IT,HTTPS,49415,443,1089,1035212,605434,2751,09:22.1,55:13.1,1,7,48,24,0,57,PowerUser,0,1,India,1,38.39,0
52:27.1,172.16.59.160,172.16.236.252,user_440,Operations,UDP,12992,22,897,531569,309302,3020,52:27.1,42:47.1,1,2,73,16,0,174,Admin,1,0,Germany,1,39.1,0
03:47.6,172.18.101.56,172.31.156.150,user_101,Admin,UDP,51538,80,447,1170195,1385866,3328,03:47.6,59:15.6,1,3,41,49,0,45,Admin,0,0,Germany,0,52.56,0
42:03.6,10.115.65.129,172.17.86.107,user_127,Research,HTTPS,20738,443,864,58369,550231,3934,42:03.6,47:37.6,1,6,15,29,1,63,User,1,0,UK,1,57.03,0
24:25.2,10.98.215.226,192.168.7.1,user_235,Operations,HTTPS,8947,22,822,1043435,364440,4174,24:25.2,33:59.2,1,5,134,15,0,61,PowerUser,1,0,Singapore,1,55.1,0
02:13.0,172.26.222.190,172.20.91.178,user_515,Research,TCP,44913,3389,668,1396363,627583,1457,02:13.0,26:30.0,1,5,101,33,0,38,Admin,1,1,Singapore,0,44.09,0
01:02.9,10.243.36.177,172.20.202.66,user_228,Admin,HTTPS,55788,22,113,1722384,2104145,1382,01:02.9,24:04.9,1,10,103,21,0,180,PowerUser,0,0,UK,1,67.28,1
43:12.0,172.17.195.235,10.60.101.201,user_589,IT,RDP,15028,443,769,226216,1651535,3212,43:12.0,36:44.0,1,0,20,17,0,72,User,1,0,USA,1,36.61,0
46:31.6,10.31.221.46,192.168.3.56,user_110,Research,TCP,58194,3389,587,149670,679253,2258,46:31.6,24:09.6,1,2,46,19,1,107,PowerUser,1,0,USA,1,52.77,0
00:22.6,10.87.103.5,10.184.104.227,user_80,HR,SSH,6796,3389,1119,170516,2595108,3819,00:22.6,04:01.6,1,1,78,20,0,115,User,0,0,Singapore,0,73.71,0
18:03.3,172.29.249.143,172.31.223.131,user_485,Operations,SSH,27285,445,271,658240,1315526,3170,18:03.3,10:53.3,1,0,71,18,0,1,User,1,0,India,1,63.15,0
12:16.7,192.168.108.236,10.127.86.194,user_485,HR,TCP,36301,80,789,883910,588504,1684,12:16.7,40:20.7,1,1,164,13,0,1,PowerUser,0,1,Singapore,0,54.33,0
17:27.6,192.168.107.128,172.24.2.147,user_322,Research,UDP,34847,3389,1160,1436217,1596112,3616,17:27.6,17:43.6,1,6,54,22,0,122,PowerUser,0,1,India,1,79.63,1
27:59.9,192.168.220.221,10.65.126.121,user_372,Admin,SMB,63721,80,832,770006,1421295,2966,27:59.9,17:25.9,1,5,85,18,0,107,Admin,1,0,India,0,79,0
23:14.6,172.20.94.125,10.111.200.19,user_297,Research,SSH,36029,22,1137,1160814,1988312,3019,23:14.6,13:33.6,1,3,27,3,0,1,User,0,0,USA,1,55.1,0
00:51.3,10.46.118.125,172.21.232.72,user_477,Finance,TCP,4743,445,743,446329,697214,4552,00:51.3,16:43.3,1,10,163,19,0,175,User,0,0,India,1,66.02,1
02:58.4,172.20.167.85,10.35.31.157,user_498,Research,SMB,52325,3389,1423,409480,844919,2888,02:58.4,51:06.4,0,9,354,30,1,149,User,1,1,Singapore,0,88.16,1
40:25.8,192.168.120.239,192.168.185.1,user_392,IT,UDP,56000,3389,1152,1900305,702587,4583,40:25.8,56:48.8,1,3,105,21,0,28,PowerUser,0,0,Singapore,0,26.1,0
18:48.4,10.186.102.51,10.216.228.200,user_286,IT,TCP,4722,3389,635,1192521,272526,2360,18:48.4,58:08.4,1,5,110,5,0,18,Admin,1,0,USA,1,27.21,0
48:00.9,192.168.96.140,172.28.52.95,user_274,Finance,RDP,62324,3389,590,8704,1015766,3245,48:00.9,42:05.9,1,3,66,5,1,83,PowerUser,1,0,USA,0,33.59,0
44:57.1,10.130.231.251,172.26.16.10,user_168,Finance,SSH,41384,3389,698,652362,513205,4131,44:57.1,53:48.1,1,2,79,38,0,99,PowerUser,0,0,Singapore,0,51.53,0
20:33.7,172.19.83.63,10.74.216.1,user_30,Research,TCP,53823,22,1095,485973,307503,1289,20:33.7,42:02.7,1,4,127,23,0,104,Admin,0,0,India,1,26.23,0
45:11.8,10.66.186.171,172.29.100.156,user_262,Admin,HTTPS,62024,443,484,1103308,418582,5207,45:11.8,11:58.8,1,0,68,16,0,46,PowerUser,0,0,India,0,54.16,0
19:06.9,192.168.232.231,192.168.51.244,user_372,Research,SSH,57114,22,111,999528,730338,2009,19:06.9,52:35.9,1,2,110,11,0,93,PowerUser,0,0,India,0,53.75,0
49:57.0,172.18.83.138,172.29.169.20,user_123,IT,SSH,26686,443,980,1070910,115971,3513,49:57.0,48:30.0,1,4,36,26,0,3,Admin,0,0,Singapore,0,61.05,0
59:45.6,10.122.237.249,10.104.132.174,user_411,Finance,RDP,13114,3389,881,855340,647844,3745,59:45.6,02:10.6,1,0,98,11,1,124,User,0,0,UK,1,40.99,0
21:38.6,192.168.221.106,10.88.137.67,user_226,Admin,SMB,2512,80,649,161165,505157,4697,21:38.6,39:55.6,1,2,100,19,0,10,Admin,0,1,Germany,1,51.41,0
40:46.2,10.60.164.207,172.23.150.116,user_537,HR,SSH,56065,443,648,636633,1731409,1962,40:46.2,13:28.2,1,2,76,5,0,135,Admin,0,0,UK,1,56.41,0
53:58.8,192.168.175.19,192.168.168.188,user_328,Admin,UDP,55826,80,910,723479,458638,4382,53:58.8,07:00.8,1,3,144,26,0,17,User,0,0,UK,0,45.63,0
14:25.5,172.17.167.71,192.168.116.73,user_583,IT,UDP,42536,3389,1133,585328,562419,2533,14:25.5,56:38.5,1,3,106,19,0,38,PowerUser,1,0,India,0,32.37,0
20:27.2,172.30.2.174,10.27.162.208,user_244,HR,SMB,51986,443,145,82693,396327,3533,20:27.2,19:20.2,1,9,103,17,0,113,Admin,0,0,UK,0,75.53,0
11:47.6,172.25.7.159,10.231.207.142,user_161,IT,RDP,50896,443,134,196541,160218,5179,11:47.6,38:06.6,1,4,119,25,0,49,Admin,0,0,Germany,1,50.17,0
19:20.4,172.18.113.245,10.8.107.108,user_59,Operations,SMB,2746,80,197,739414,1115169,5005,19:20.4,42:45.4,1,0,105,6,0,1,PowerUser,0,0,Germany,0,49.74,0
52:37.3,192.168.241.51,172.17.200.146,user_394,Research,TCP,56510,3389,657,814447,1248882,2936,52:37.3,41:33.3,1,4,199,17,0,134,User,0,1,Germany,1,58.54,1
14:10.9,192.168.183.128,10.59.59.148,user_361,IT,SMB,57233,22,108,1452608,1556632,5345,14:10.9,43:15.9,1,14,315,27,0,135,Admin,0,0,Germany,1,86.27,0
58:21.1,192.168.19.160,172.17.16.195,user_256,IT,UDP,33161,22,1112,1395552,586340,3150,58:21.1,50:51.1,1,5,133,18,0,1,PowerUser,0,0,USA,0,56.82,0
21:14.7,172.31.58.210,172.16.142.8,user_150,Admin,RDP,42354,80,845,593228,992420,2659,21:14.7,05:33.7,1,0,1,10,0,78,User,1,0,Germany,1,74.89,0
32:22.1,172.28.135.38,10.6.142.65,user_534,Finance,SSH,7159,443,252,182999,385262,3962,32:22.1,38:24.1,1,2,85,12,0,1,User,0,0,India,0,52.83,0
23:56.1,172.28.146.187,192.168.39.146,user_587,Research,SMB,19095,3389,1335,1033528,350090,4621,23:56.1,40:57.1,1,3,104,24,0,1,PowerUser,0,0,India,0,36.98,0
57:40.4,192.168.35.20,192.168.249.1,user_258,Finance,UDP,14355,445,631,1052523,355905,5560,57:40.4,30:20.4,1,2,100,18,0,105,User,0,1,UK,0,55.04,0
41:54.4,172.29.195.66,10.8.32.0,user_452,IT,RDP,38659,443,317,295794,2138954,4080,41:54.4,49:54.4,1,2,45,7,0,85,User,1,0,Germany,0,36.28,0
27:21.3,10.112.118.156,10.3.31.70,user_584,Finance,HTTPS,55009,445,901,779485,1584318,6242,27:21.3,11:23.3,1,12,364,22,0,104,PowerUser,1,1,UK,1,83.58,1
02:19.2,172.16.87.27,10.26.69.60,user_434,Admin,TCP,58250,3389,1208,656600,561955,2947,02:19.2,51:26.2,1,3,132,0,0,1,Admin,0,0,Germany,1,57.6,0
46:28.2,172.17.151.216,10.72.40.94,user_399,Research,TCP,14220,3389,1217,1160997,1264705,3199,46:28.2,39:47.2,0,4,85,15,0,102,Admin,1,0,Singapore,0,83.39,0
56:51.1,172.29.101.91,10.248.208.89,user_34,Research,SMB,64908,445,501,582856,1005420,1425,56:51.1,20:36.1,1,0,1,9,0,73,PowerUser,0,1,UK,0,42.75,0
57:33.9,10.246.69.53,10.128.172.21,user_168,Finance,SSH,22013,445,1031,132135,1379393,3025,57:33.9,47:58.9,1,3,149,21,0,47,PowerUser,0,0,India,0,60.9,0
14:48.9,10.252.175.108,172.24.74.40,user_440,Finance,SSH,31666,443,283,657361,1579500,1436,14:48.9,38:44.9,0,8,56,17,0,2,User,0,0,Singapore,1,64.41,0
39:46.2,10.191.179.205,172.18.201.187,user_18,Admin,SSH,54355,443,318,379930,91273,5379,39:46.2,09:25.2,1,5,105,5,0,38,Admin,1,0,India,0,51.93,0
02:45.5,192.168.193.47,192.168.8.12,user_464,IT,SSH,2259,3389,326,1125395,772196,6852,02:45.5,56:57.5,1,6,70,27,0,1,PowerUser,0,0,India,1,70.58,0
54:52.2,172.19.117.74,172.21.114.36,user_398,Operations,RDP,38939,80,583,115387,290385,2721,54:52.2,40:13.2,1,9,113,18,0,8,Admin,0,0,UK,0,23.72,0
44:26.0,192.168.70.175,10.170.121.98,user_278,Research,SSH,41988,22,516,99573,373330,3266,44:26.0,38:52.0,1,2,20,13,0,1,PowerUser,0,0,USA,1,57.92,0
19:57.0,172.18.20.70,10.95.137.156,user_105,Admin,SSH,46155,22,1380,956325,131442,6121,19:57.0,01:58.0,1,5,82,12,1,8,PowerUser,0,0,UK,1,49.95,0
22:27.1,172.22.23.212,10.43.148.135,user_459,IT,HTTPS,15699,445,1187,583010,1007921,2243,22:27.1,59:50.1,1,1,51,3,0,36,User,0,0,Singapore,1,51.43,0
02:20.3,10.9.37.121,172.23.73.3,user_314,Admin,SSH,17342,3389,401,142088,2142606,4024,02:20.3,09:24.3,1,2,95,13,0,43,User,0,0,India,0,36.22,0
11:57.9,10.120.123.209,10.132.230.36,user_435,IT,TCP,46071,22,1194,284452,1375783,1008,11:57.9,28:45.9,1,3,68,20,0,22,Admin,1,0,Germany,0,32.3,0
30:46.8,172.17.65.73,172.27.45.165,user_2,Admin,UDP,37396,22,281,4903,102356,3448,30:46.8,28:14.8,1,2,98,16,0,90,User,1,1,India,0,49.24,0
11:45.4,172.29.169.85,192.168.172.44,user_163,Finance,SSH,34620,445,1251,781445,511646,4962,11:45.4,34:27.4,1,3,50,19,0,110,Admin,1,0,Germany,0,41.08,1
48:54.4,10.254.71.42,172.23.13.41,user_78,Finance,TCP,5355,3389,948,305695,2501901,4496,48:54.4,03:50.4,1,0,93,21,0,142,Admin,0,0,Germany,1,51.95,0
29:52.8,192.168.119.232,172.30.44.135,user_550,Operations,SMB,55224,80,1431,448220,1970825,7395,29:52.8,33:07.8,1,3,89,29,1,78,User,1,1,India,1,61.79,1
32:03.2,192.168.204.37,192.168.140.80,user_54,Research,RDP,35295,22,162,790910,1208445,2707,32:03.2,17:10.2,1,0,101,19,0,77,Admin,1,0,India,0,58.4,0
40:59.4,172.28.131.15,172.31.32.141,user_542,Operations,UDP,21916,443,901,1091562,154036,2964,40:59.4,30:23.4,1,2,62,15,0,41,Admin,0,0,Singapore,1,47.87,0
31:13.0,192.168.171.206,10.116.85.79,user_217,HR,SMB,14942,445,999,903560,1589137,984,31:13.0,47:37.0,1,0,73,20,0,5,PowerUser,0,0,Germany,1,74.2,0
58:51.9,10.221.217.221,192.168.162.161,user_70,Finance,RDP,62527,445,696,99283,1005935,1594,58:51.9,25:25.9,1,3,123,8,0,21,User,1,0,Singapore,1,55.7,0
58:23.3,192.168.83.148,192.168.130.31,user_326,Finance,SMB,62605,3389,620,84462,189726,1458,58:23.3,22:41.3,1,0,20,15,0,140,Admin,0,0,India,1,54.92,0
46:46.9,192.168.182.88,192.168.59.177,user_174,Finance,SMB,59322,445,1265,447562,284910,1207,46:46.9,06:53.9,1,2,32,23,0,113,Admin,1,0,Germany,0,36.86,0
02:28.1,172.17.116.193,172.29.152.179,user_94,Finance,RDP,17756,22,1151,1335744,1301358,3077,02:28.1,53:45.1,0,7,130,40,0,179,Admin,0,0,UK,0,51.08,1
02:43.3,172.29.138.27,10.248.250.22,user_518,Research,HTTPS,42936,80,1352,260027,1385460,4876,02:43.3,23:59.3,1,6,81,4,0,97,PowerUser,0,0,Germany,1,27.79,0
48:38.3,10.247.163.59,10.209.89.195,user_200,Finance,SSH,10949,22,82,407838,1679807,1723,48:38.3,17:21.3,1,5,1,21,0,111,User,0,0,USA,0,46.96,0
45:20.1,10.72.133.184,172.27.97.161,user_531,Operations,SMB,1852,22,759,744198,1040218,2526,45:20.1,27:26.1,1,2,85,13,0,86,PowerUser,0,0,Germany,0,52.42,1
47:42.0,172.25.127.52,192.168.247.190,user_210,Finance,SSH,20015,80,356,1473880,1108204,3176,47:42.0,40:38.0,1,0,72,18,0,30,PowerUser,0,0,India,0,57.05,0
48:03.0,10.71.232.172,10.128.223.11,user_544,HR,UDP,30077,445,1211,569721,332982,5125,48:03.0,13:28.0,1,3,88,16,0,116,User,0,0,Singapore,0,39.47,0
52:10.3,172.21.32.33,192.168.184.10,user_168,Admin,RDP,58215,3389,1238,710353,735200,2611,52:10.3,35:41.3,1,0,36,30,0,29,User,0,0,Germany,1,69.48,0
05:51.1,172.31.200.162,10.169.128.112,user_324,Finance,RDP,41856,80,1475,279129,71364,2699,05:51.1,50:50.1,1,4,82,11,0,24,User,1,1,Singapore,0,45.91,0
13:18.3,172.23.88.174,10.29.148.141,user_523,HR,RDP,41360,443,92,732921,692974,828,13:18.3,27:06.3,1,0,142,12,1,65,PowerUser,0,0,India,1,64.24,0
50:40.0,192.168.188.91,192.168.109.79,user_5,IT,HTTPS,11226,22,1374,517345,814794,3389,50:40.0,47:09.0,0,5,113,14,0,73,User,0,0,Germany,1,80.81,0
30:37.8,192.168.138.223,172.18.123.226,user_581,Admin,HTTPS,4297,80,163,1228658,1849835,1938,30:37.8,02:55.8,1,2,92,14,0,1,PowerUser,1,0,Singapore,1,64.1,1
18:07.5,10.30.48.152,10.66.2.116,user_429,Research,UDP,13359,3389,163,1251550,729814,5030,18:07.5,41:57.5,0,3,36,17,0,39,User,1,0,UK,0,41.19,0
09:17.4,192.168.227.44,172.26.137.28,user_28,IT,RDP,53184,445,1081,599775,452473,5788,09:17.4,45:45.4,1,0,106,7,0,133,PowerUser,1,0,Germany,1,24.34,0
41:23.8,172.28.225.252,10.75.36.67,user_135,IT,RDP,39226,22,1450,302016,272032,3009,41:23.8,31:32.8,1,5,79,19,0,14,PowerUser,1,0,UK,1,53.71,0
31:16.2,172.20.69.43,192.168.177.2,user_277,Research,SMB,5425,443,187,731198,493772,5484,31:16.2,02:40.2,1,1,161,20,0,73,PowerUser,1,1,UK,1,67.84,1
41:03.1,172.30.38.91,10.73.221.233,user_281,HR,SMB,8153,80,616,2065,96221,1786,41:03.1,10:49.1,1,0,105,14,0,123,Admin,1,0,UK,1,26.69,0
37:42.3,172.28.251.54,192.168.90.204,user_368,Research,TCP,28716,3389,474,864456,222095,3369,37:42.3,33:51.3,1,4,16,17,0,20,Admin,0,0,India,0,43.3,0
38:48.6,192.168.250.59,10.3.28.36,user_286,Operations,UDP,18241,443,238,533742,193621,2677,38:48.6,23:25.6,1,0,104,15,0,1,Admin,0,0,Germany,1,44.87,0
18:35.5,172.19.228.241,192.168.150.44,user_88,IT,RDP,16844,80,1346,242349,1563103,1547,18:35.5,44:22.5,1,0,35,23,0,57,Admin,0,0,USA,1,29.32,0
23:45.5,10.52.20.29,172.25.173.135,user_283,Operations,TCP,43562,22,910,204363,1083102,3074,23:45.5,14:59.5,1,0,120,8,0,54,PowerUser,0,0,USA,0,46.78,0
07:56.3,192.168.47.28,192.168.198.245,user_569,Finance,SSH,61429,22,420,709666,94127,2457,07:56.3,48:53.3,1,2,145,7,0,59,Admin,1,0,UK,1,43.93,0
10:52.9,10.119.7.1,10.94.144.7,user_562,HR,SSH,1572,80,190,1517792,1383439,3673,10:52.9,12:05.9,1,19,209,19,0,103,Admin,1,0,UK,0,57.55,1
28:24.7,10.33.125.72,10.219.162.206,user_282,Research,HTTPS,29799,443,583,1033829,1186929,6249,28:24.7,12:33.7,1,4,50,24,0,1,User,0,0,Singapore,0,73.24,0
29:38.2,172.31.211.33,172.30.4.41,user_116,HR,TCP,5093,443,463,944994,1094605,5091,29:38.2,54:29.2,1,0,1,13,0,107,PowerUser,0,0,Singapore,0,65,0
35:48.2,172.28.128.215,10.199.57.53,user_338,IT,UDP,31983,80,1016,255610,401999,4765,35:48.2,55:13.2,1,4,145,13,0,177,PowerUser,1,1,India,0,49.53,1
09:11.2,172.28.210.239,172.19.88.81,user_456,HR,SSH,19911,80,302,112867,298797,5242,09:11.2,36:33.2,1,9,84,5,0,88,User,0,0,India,0,37.97,0
30:15.4,192.168.1.77,10.121.83.156,user_228,Admin,UDP,43456,80,1190,371921,906938,4159,30:15.4,39:34.4,1,7,130,0,0,5,Admin,1,0,India,0,54.04,0
36:10.0,192.168.187.121,10.232.174.56,user_323,Admin,UDP,2700,22,241,68240,1306323,4655,36:10.0,53:45.0,1,0,127,14,0,52,Admin,0,1,Singapore,1,51.82,0
19:24.3,192.168.85.53,10.5.98.180,user_252,Operations,RDP,61985,3389,915,799523,1601252,2438,19:24.3,00:02.3,1,0,70,1,0,71,Admin,0,0,Singapore,0,73.95,0
